tr|A0A835YD45|A0A835YD45_9CHLO	g2191.t1	31.404	691	4780	1884	2.28e-87	317	29
tr|A0A835YD45|A0A835YD45_9CHLO	g2191.t1	25.069	722	4780	1884	3.63e-44	175	29
tr|A0A835YD45|A0A835YD45_9CHLO	g2191.t1	22.619	336	4780	1884	1.90e-15	80.5	29
tr|A0A835YD45|A0A835YD45_9CHLO	g2191.t1	27.778	144	4780	1884	2.40e-12	70.1	29
tr|A0A835YD45|A0A835YD45_9CHLO	g2191.t1	33.333	108	4780	1884	2.40e-12	70.1	29
tr|A0A835YD45|A0A835YD45_9CHLO	g2191.t1	29.084	251	4780	1884	1.99e-11	67.0	29
tr|A0A835YD45|A0A835YD45_9CHLO	g2191.t1	24.859	177	4780	1884	7.02e-11	65.5	29
tr|A0A835YD45|A0A835YD45_9CHLO	g2190.t1	31.587	687	4780	1824	4.06e-76	280	28
tr|A0A835YD45|A0A835YD45_9CHLO	g2190.t1	27.094	609	4780	1824	1.28e-50	196	28
tr|A0A835YD45|A0A835YD45_9CHLO	g2190.t1	26.943	772	4780	1824	1.66e-42	169	28
tr|A0A835YD45|A0A835YD45_9CHLO	g2190.t1	28.947	342	4780	1824	1.04e-29	127	28
tr|A0A835YD45|A0A835YD45_9CHLO	g2190.t1	25.788	349	4780	1824	2.70e-20	96.3	28
tr|A0A835YD45|A0A835YD45_9CHLO	g2190.t1	25.000	168	4780	1824	6.08e-13	72.0	28
tr|A0A835YD45|A0A835YD45_9CHLO	g2190.t1	28.409	176	4780	1824	1.01e-11	68.2	28
tr|A0A835YD45|A0A835YD45_9CHLO	g2190.t1	44.615	65	4780	1824	1.65e-11	67.4	28
tr|A0A835YD45|A0A835YD45_9CHLO	g2190.t1	25.424	177	4780	1824	6.31e-11	65.5	28
tr|A0A835YD45|A0A835YD45_9CHLO	g7288.t1	28.825	732	4780	2701	4.22e-73	271	29
tr|A0A835YD45|A0A835YD45_9CHLO	g7288.t1	30.952	378	4780	2701	2.95e-42	169	29
tr|A0A835YD45|A0A835YD45_9CHLO	g7288.t1	23.318	669	4780	2701	2.14e-41	166	29
tr|A0A835YD45|A0A835YD45_9CHLO	g7288.t1	28.846	260	4780	2701	1.49e-26	117	29
tr|A0A835YD45|A0A835YD45_9CHLO	g7288.t1	24.556	338	4780	2701	7.73e-22	101	29
tr|A0A835YD45|A0A835YD45_9CHLO	g7288.t1	28.736	174	4780	2701	1.49e-14	77.8	29
tr|A0A835YD45|A0A835YD45_9CHLO	g7288.t1	29.070	172	4780	2701	8.31e-14	75.1	29
tr|A0A835YD45|A0A835YD45_9CHLO	g7288.t1	39.241	79	4780	2701	9.65e-11	65.1	29
tr|A0A835YD45|A0A835YD45_9CHLO	g7237.t1	26.514	479	4780	1230	1.20e-39	159	28
tr|A0A835YD45|A0A835YD45_9CHLO	g7237.t1	27.690	567	4780	1230	1.37e-32	136	28
tr|A0A835YD45|A0A835YD45_9CHLO	g7237.t1	24.776	557	4780	1230	1.40e-26	116	28
tr|A0A835YD45|A0A835YD45_9CHLO	g7237.t1	26.873	387	4780	1230	3.80e-22	102	28
tr|A0A835YD45|A0A835YD45_9CHLO	g7237.t1	26.250	320	4780	1230	1.38e-19	94.0	28
tr|A0A835YD45|A0A835YD45_9CHLO	g7237.t1	31.343	201	4780	1230	3.95e-13	72.8	28
tr|A0A835YD45|A0A835YD45_9CHLO	g7237.t1	31.757	148	4780	1230	1.11e-12	71.2	28
tr|A0A835YD45|A0A835YD45_9CHLO	g6941.t1	30.134	448	4780	1374	2.09e-36	149	22
tr|A0A835YD45|A0A835YD45_9CHLO	g6941.t1	25.275	364	4780	1374	1.90e-19	93.6	22
tr|A0A835YD45|A0A835YD45_9CHLO	g6941.t1	25.469	373	4780	1374	3.04e-19	92.8	22
tr|A0A835YD45|A0A835YD45_9CHLO	g7238.t1	29.921	254	4780	265	3.79e-25	104	9
tr|A0A835YD45|A0A835YD45_9CHLO	g7238.t1	24.793	242	4780	265	3.75e-15	75.5	9
tr|A0A150GB40|A0A150GB40_GONPE	g6326.t1	26.875	640	1691	2215	2.20e-65	242	73
tr|A0A150GB40|A0A150GB40_GONPE	g6326.t1	21.073	783	1691	2215	4.90e-27	117	73
tr|A0A150GB40|A0A150GB40_GONPE	g8715.t1	34.409	372	1691	732	6.33e-52	193	19
tr|A0A835TG42|A0A835TG42_CHLIN	g15161.t1	97.382	382	797	383	0.0	802	48
tr|A0A835TG42|A0A835TG42_CHLIN	g10206.t1	93.773	273	797	273	3.10e-144	422	34
tr|A0A835TG42|A0A835TG42_CHLIN	g2673.t1	94.400	125	797	140	1.25e-77	243	16
tr|A0A835TG42|A0A835TG42_CHLIN	g3574.t1	38.202	267	797	517	2.27e-52	187	29
tr|A0A1W5IVS0|A0A1W5IVS0_9CHLO	g2934.t1	45.385	130	561	637	1.52e-20	91.7	23
tr|A0A835T3N4|A0A835T3N4_CHLIN	g3535.t1	96.685	181	181	181	3.56e-127	351	100
tr|A0A250XI57|A0A250XI57_9CHLO	g5368.t1	40.227	353	629	902	2.05e-78	263	54
tr|A0A250XI57|A0A250XI57_9CHLO	g501.t1	39.714	350	629	628	4.41e-75	249	55
tr|A0A250XI57|A0A250XI57_9CHLO	g2196.t1	44.718	284	629	359	8.18e-74	238	44
tr|A0A836B808|A0A836B808_9CHLO	g5608.t1	92.355	1452	1523	1469	0.0	2636	94
tr|A0A836B808|A0A836B808_9CHLO	g10847.t1	26.379	671	1523	846	1.18e-33	137	39
tr|A0A835TCJ4|A0A835TCJ4_CHLIN	g4805.t1	24.891	458	3127	476	9.10e-29	119	13
tr|A0A835TCJ4|A0A835TCJ4_CHLIN	g17477.t1	28.859	149	3127	174	9.20e-15	71.2	5
tr|A0A835TCJ4|A0A835TCJ4_CHLIN	g7193.t1	29.878	164	3127	642	9.42e-15	76.6	5
tr|A0A835TCJ4|A0A835TCJ4_CHLIN	g10487.t1	26.797	153	3127	604	7.13e-13	70.5	5
